མཇལ་བ་,མཇལ་བ་,མཇལ་བ་,མཇོལ་,TDC,
མཇལ་བ་,མཇལ་བ་,མཇལ་བ་,མཇལ་,,PH
མཇེད་པ་,མཇེད་པ་,མཇེད་པ་,,,PH
འཇགས་པ་,འཇགས་པ་,འཇགས་པ་,,TDC,
འཇང་བ་,འཇང་བ་,འཇང་བ་,,TDC,
འཇབ་པ་,འཇབས་པ་,འཇབ་པ་,འཇོབས་,TDC,
འཇའ་བ་,འཇས་པ་,འཇའ་བ་,,TDC,
འཇར་བ་,འཇར་བ་,འཇར་བ་,,TDC,
འཇལ་བ་,བཅལ་བ་,གཞལ་བ་,འཇོལ་,TDC,
འཇལ་བ་,བཅལ་བ་,གཞལ་བ་,འཇལ་,,PH
འཇིག་པ་,བཤིག་པ་,བཤིག་པ་,ཤིག་,TDC,
འཇིག་པ་,བཤིག་པ་,གཞིག་པ་,ཤིགས་,,PH,GT
འཇིག་པ་,ཞིག་པ་,འཇིག་པ་,,TDC,
འཇིག་པ་,ཞིག་པ་,འཇིག་པ་,ཞིགས་,,PH
འཇིགས་པ་,འཇིགས་པ་,འཇིགས་པ་,,TDC,
འཇིགས་པ་,འཇིགས་པ་,འཇིགས་པ་,འཇིགས་,TDC,PH
འཇིབ་པ་,གཞིབས་པ་,གཞིབ་པ་,འཇིབས་,TDC,
འཇིལ་བ་,བཅིལ་བ་,གཞིལ་བ་,ཆིལ་,TDC,
འཇིལ་བ་,འཇིལ་བ་,འཇིལ་བ་,,TDC,
འཇུ་བ་,འཇུས་པ་,འཇུ་བ་,འཇུས་,TDC,
འཇུ་བ་,ཞུ་བ་,འཇུ་བ་,,TDC,
འཇུག་པ་,བཅུག་པ་,གཞུག་པ་,ཆུག་,TDC,PH
འཇུག་པ་,ཞུགས་པ་,འཇུག་པ་,ཞུགས་,TDC,PH
འཇུན་པ་,བཅུན་པ་,གཅུན་པ་,ཆུན་,TDC,
འཇུམ་པ་,བཅུམ་པ་,གཞུམ་པ་,ཆུམ་,TDC,
འཇུམ་པ་༼འཇུམས་པ་༽,བཅུམ་པ་,གཞུམ་པ་,ཆུམ་,,PH
འཇུར་བ་,བཅུར་བ་,གཅུར་བ་,ཆུར་,TDC,PH
འཇེབས་པ་,འཇེབས་པ་,འཇེབས་པ་,,TDC,
འཇོ་བ་,བཞོས་པ་,བཞོ་བ་,འཇོས་,TDC,
འཇོག་པ་,བཞག་པ་,གཞག་པ་,ཞོག་,TDC,PH
འཇོག་པ་,བཞོགས་པ་,གཞོག་པ་,ཞོགས་,TDC,
འཇོང་བ་,འཇངས་པ་,འཇང་བ་,འཇོངས་,TDC,
འཇོམས་པ་,བཅོམ་པ་,གཞོམ་པ་,ཆོམ་,TDC,PH
འཇོལ་བ་,འཇོལ་བ་,འཇོལ་བ་,,TDC,
རྗེ་བ་,བརྗེས་པ་,བརྗེ་བ་,རྗེས་,TDC,PH
རྗེད་པ་,བརྗེད་པ་,བརྗེད་པ་,རྗེད་,TDC,PH
རྗོད་པ་,བརྗོད་པ་,བརྗོད་པ་,རྗོད་,TDC,PH
བརྗིད་པ་,བརྗིད་པ་,བརྗིད་པ་,,TDC,
བརྗིད་པ་,བརྗིད་པ་,བརྗིད་པ་,བརྗིད་,TDC,PH
བརྗེད་པ་,བརྗེད་པ,བརྗེད་པ་,,TDC,PH
